club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country
Arsenal FC,John Hartson,19.0,Centre-Forward,Luton,€3.75m,in,Winter,3.75,Premier League,1994,1994/1995,England
Arsenal FC,Chris Kiwomya,25.0,Centre-Forward,Ipswich,€2.25m,in,Winter,2.25,Premier League,1994,1994/1995,England
Aston Villa,Tommy Johnson,23.0,Centre-Forward,Derby,€2.18m,in,Winter,2.18,Premier League,1994,1994/1995,England
Aston Villa,Alan Wright,23.0,Left-Back,Blackburn,€1.50m,in,Winter,1.5,Premier League,1994,1994/1995,England
Aston Villa,Ian Taylor,26.0,Defensive Midfield,Sheff Wed,€1.50m,in,Winter,1.5,Premier League,1994,1994/1995,England
Aston Villa,Franz Carr,28.0,Right Winger,Leicester,€300Th.,in,Winter,0.3,Premier League,1994,1994/1995,England
Leeds United,Anthony Yeboah,28.0,Centre-Forward,E. Frankfurt,Loan fee:€1.00m,in,Winter,1.0,Premier League,1994,1994/1995,England
Manchester City,Maurizio Gaudino,28.0,Central Midfield,E. Frankfurt,Loan fee:€250Th.,in,Winter,0.25,Premier League,1994,1994/1995,England
Southampton FC,Neil Shipperley,20.0,Centre-Forward,Chelsea,€1.75m,in,Winter,1.75,Premier League,1994,1994/1995,England
Southampton FC,Gordon Watson,23.0,Centre-Forward,Sheff Wed,€1.45m,in,Winter,1.45,Premier League,1994,1994/1995,England
Southampton FC,Christer Warren,20.0,midfield,Cheltenham,€50Th.,in,Winter,0.05,Premier League,1994,1994/1995,England
Blackburn Rovers,Jeff Kenna,24.0,Right-Back,Southampton,€2.25m,in,Winter,2.25,Premier League,1994,1994/1995,England
Liverpool FC,Mark Kennedy,18.0,Left-Back,Millwall,€2.05m,in,Winter,2.05,Premier League,1994,1994/1995,England
Everton FC,Duncan Ferguson,23.0,Centre-Forward,Rangers,€6.10m,in,Winter,6.1,Premier League,1994,1994/1995,England
Everton FC,Earl Barrett,27.0,Right-Back,Aston Villa,€2.50m,in,Winter,2.5,Premier League,1994,1994/1995,England
Arsenal FC,Dennis Bergkamp,26.0,Second Striker,Inter,€11.25m,in,Summer,11.25,Premier League,1995,1995/1996,England
Arsenal FC,David Platt,29.0,Attacking Midfield,Sampdoria,€7.10m,in,Summer,7.1,Premier League,1995,1995/1996,England
Chelsea FC,Mark Hughes,31.0,Centre-Forward,Man Utd,€1.90m,in,Summer,1.9,Premier League,1995,1995/1996,England
Middlesbrough FC,Nick Barmby,21.0,Left Midfield,Spurs,€7.50m,in,Summer,7.5,Premier League,1995,1995/1996,England
Middlesbrough FC,Juninho Paulista,22.0,Attacking Midfield,São Paulo,€5.50m,in,Summer,5.5,Premier League,1995,1995/1996,England
Nottingham Forest,Chris Bart-Williams,21.0,Attacking Midfield,Sheff Wed,€3.75m,in,Summer,3.75,Premier League,1995,1995/1996,England
Nottingham Forest,Richard Irving,19.0,attack,Man Utd,€93Th.,in,Summer,0.093,Premier League,1995,1995/1996,England
Newcastle United,Les Ferdinand,28.0,Centre-Forward,QPR,€9.50m,in,Summer,9.5,Premier League,1995,1995/1996,England
Newcastle United,Warren Barton,26.0,Right-Back,Wimbledon FC,€4.50m,in,Summer,4.5,Premier League,1995,1995/1996,England
Newcastle United,David Ginola,28.0,Left Winger,Paris SG,€2.85m,in,Summer,2.85,Premier League,1995,1995/1996,England
Newcastle United,Shaka Hislop,26.0,Goalkeeper,Reading,€2.20m,in,Summer,2.2,Premier League,1995,1995/1996,England
Newcastle United,Darren Huckerby,19.0,Right Winger,Lincoln City,€400Th.,in,Summer,0.4,Premier League,1995,1995/1996,England
Coventry City,Paul Telfer,23.0,Right-Back,Luton,€1.65m,in,Summer,1.65,Premier League,1995,1995/1996,England
Coventry City,Paul Williams,24.0,Centre-Back,Derby,€1.14m,in,Summer,1.14,Premier League,1995,1995/1996,England
Coventry City,Sam Shilton,17.0,Left-Back,Plymouth,€160Th.,in,Summer,0.16,Premier League,1995,1995/1996,England
Wimbledon FC,Paul Heald,26.0,Goalkeeper,Leyton Orient,€125Th.,in,Summer,0.125,Premier League,1995,1995/1996,England
Sheffield Wednesday,Dejan Stefanovic,20.0,Centre-Back,Red Star,€3.00m,in,Summer,3.0,Premier League,1995,1995/1996,England
Sheffield Wednesday,Mark Pembridge,24.0,Left Midfield,Derby,€1.25m,in,Summer,1.25,Premier League,1995,1995/1996,England
Sheffield Wednesday,Marc Degryse,29.0,Centre-Forward,RSC Anderlecht,€1.25m,in,Summer,1.25,Premier League,1995,1995/1996,England
Aston Villa,Mark Draper,24.0,Central Midfield,Leicester,€4.88m,in,Summer,4.88,Premier League,1995,1995/1996,England
Aston Villa,Gareth Southgate,24.0,Centre-Back,Crystal Palace,€3.75m,in,Summer,3.75,Premier League,1995,1995/1996,England
Aston Villa,Savo Milosevic,21.0,Centre-Forward,Partizan,€1.50m,in,Summer,1.5,Premier League,1995,1995/1996,England
Aston Villa,Carl Tiler,25.0,Centre-Back,Nottm Forest,€937Th.,in,Summer,0.937,Premier League,1995,1995/1996,England
Leeds United,Anthony Yeboah,29.0,Centre-Forward,E. Frankfurt,€3.25m,in,Summer,3.25,Premier League,1995,1995/1996,England
Leeds United,Richard Jobson,32.0,Centre-Back,Oldham Athletic,€1.15m,in,Summer,1.15,Premier League,1995,1995/1996,England
Leeds United,Paul Beesley,30.0,Centre-Back,Sheff Utd,€300Th.,in,Summer,0.3,Premier League,1995,1995/1996,England
Everton FC,Andrey Kanchelskis,26.0,Right Midfield,Man Utd,€7.50m,in,Summer,7.5,Premier League,1995,1995/1996,England
Everton FC,Gary Speed,25.0,Left Midfield,Leeds,€4.87m,in,Summer,4.87,Premier League,1995,1995/1996,England
Everton FC,Craig Short,27.0,Centre-Back,Derby,€3.60m,in,Summer,3.6,Premier League,1995,1995/1996,England
Everton FC,Marc Hottiger,27.0,Right-Back,Newcastle,€1.01m,in,Summer,1.01,Premier League,1995,1995/1996,England
Liverpool FC,Stan Collymore,24.0,Centre-Forward,Nottm Forest,€13.00m,in,Summer,13.0,Premier League,1995,1995/1996,England
Liverpool FC,Jason McAteer,24.0,Right Midfield,Bolton,€6.25m,in,Summer,6.25,Premier League,1995,1995/1996,England
Tottenham Hotspur,Chris Armstrong,24.0,Centre-Forward,Crystal Palace,€6.80m,in,Summer,6.8,Premier League,1995,1995/1996,England
Tottenham Hotspur,Ruel Fox,27.0,Right Winger,Newcastle,€4.75m,in,Summer,4.75,Premier League,1995,1995/1996,England
Blackburn Rovers,Matty Holmes,26.0,Left Midfield,West Ham,€1.50m,in,Summer,1.5,Premier League,1995,1995/1996,England
Blackburn Rovers,Lars Bohinen,26.0,Central Midfield,Nottm Forest,€770Th.,in,Summer,0.77,Premier League,1995,1995/1996,England
Blackburn Rovers,Graham Coughlan,20.0,Centre-Back,Bray Wanderers,€150Th.,in,Summer,0.15,Premier League,1995,1995/1996,England
Southampton FC,Alan Neilson,22.0,Centre-Back,Newcastle,€1.20m,in,Summer,1.2,Premier League,1995,1995/1996,England
Southampton FC,Barry Venison,31.0,Right-Back,Galatasaray,€1.00m,in,Summer,1.0,Premier League,1995,1995/1996,England
Manchester City,Giorgi Kinkladze,21.0,Attacking Midfield,Dinamo Tbilisi,€4.00m,in,Summer,4.0,Premier League,1995,1995/1996,England
Manchester City,Kit Symons,24.0,Centre-Back,Portsmouth,€1.50m,in,Summer,1.5,Premier League,1995,1995/1996,England
Manchester City,Gerry Creaney,25.0,Centre-Forward,Portsmouth,€1.00m,in,Summer,1.0,Premier League,1995,1995/1996,England
Manchester City,Eike Immel,34.0,Goalkeeper,VfB Stuttgart,€500Th.,in,Summer,0.5,Premier League,1995,1995/1996,England
Bolton Wanderers,Gerry Taggart,24.0,Centre-Back,Barnsley FC,€2.25m,in,Summer,2.25,Premier League,1995,1995/1996,England
Bolton Wanderers,Sasa Curcic,23.0,Defensive Midfield,Partizan,€2.25m,in,Summer,2.25,Premier League,1995,1995/1996,England
Bolton Wanderers,Steve McAnespie,23.0,Right-Back,Raith Rovers,€1.35m,in,Summer,1.35,Premier League,1995,1995/1996,England
Bolton Wanderers,Scott Sellars,29.0,Left Midfield,Newcastle,€850Th.,in,Summer,0.85,Premier League,1995,1995/1996,England
Bolton Wanderers,Andy Todd,20.0,Centre-Back,Middlesbrough,€375Th.,in,Summer,0.375,Premier League,1995,1995/1996,England
West Ham United,Marco Boogers,28.0,Centre-Forward,Sparta R.,€725Th.,in,Summer,0.725,Premier League,1995,1995/1996,England
West Ham United,Iain Dowie,30.0,Centre-Forward,Crystal Palace,€600Th.,in,Summer,0.6,Premier League,1995,1995/1996,England
West Ham United,Steve Jones,26.0,Centre-Forward,Bournemouth,€249Th.,in,Summer,0.249,Premier League,1995,1995/1996,England
Queens Park Rangers,Simon Osborn,23.0,Central Midfield,Reading,€1.65m,in,Summer,1.65,Premier League,1995,1995/1996,England
Queens Park Rangers,Ned Zelic,23.0,Defensive Midfield,Bor. Dortmund,€1.40m,in,Summer,1.4,Premier League,1995,1995/1996,England
Queens Park Rangers,Lee Charles,23.0,attack,Chertsey,€85Th.,in,Summer,0.085,Premier League,1995,1995/1996,England
Queens Park Rangers,Mark Hateley,33.0,Centre-Forward,Rangers,€1.75m,in,Winter,1.75,Premier League,1995,1995/1996,England
Queens Park Rangers,Paul Murray,19.0,Central Midfield,Carlisle United,€450Th.,in,Winter,0.45,Premier League,1995,1995/1996,England
Sheffield Wednesday,Darko Kovacevic,22.0,Centre-Forward,Red Star,€5.00m,in,Winter,5.0,Premier League,1995,1995/1996,England
Sheffield Wednesday,Jon Newsome,25.0,Right-Back,Norwich,€2.25m,in,Winter,2.25,Premier League,1995,1995/1996,England
Wimbledon FC,Andy Pearce,29.0,Centre-Back,Sheff Wed,€730Th.,in,Winter,0.73,Premier League,1995,1995/1996,England
Coventry City,Liam Daish,27.0,Centre-Back,Birmingham,€1.80m,in,Winter,1.8,Premier League,1995,1995/1996,England
Coventry City,Richard Shaw,27.0,Centre-Back,Crystal Palace,€1.50m,in,Winter,1.5,Premier League,1995,1995/1996,England
Manchester United,Tony Coton,34.0,Goalkeeper,Man City,€575Th.,in,Winter,0.575,Premier League,1995,1995/1996,England
Newcastle United,Faustino Asprilla,26.0,Centre-Forward,AC Parma,€7.60m,in,Winter,7.6,Premier League,1995,1995/1996,England
Newcastle United,David Batty,27.0,Defensive Midfield,Blackburn,€5.15m,in,Winter,5.15,Premier League,1995,1995/1996,England
West Ham United,Slaven Bilic,27.0,Centre-Back,Karlsruher SC,€1.65m,in,Winter,1.65,Premier League,1995,1995/1996,England
West Ham United,Ilie Dumitrescu,26.0,Left Winger,Spurs,€1.50m,in,Winter,1.5,Premier League,1995,1995/1996,England
Bolton Wanderers,Nathan Blake,23.0,Centre-Forward,Sheff Utd,€1.68m,in,Winter,1.68,Premier League,1995,1995/1996,England
Bolton Wanderers,Gavin Ward,25.0,Goalkeeper,Bradford,€450Th.,in,Winter,0.45,Premier League,1995,1995/1996,England
Bolton Wanderers,Scott Taylor,19.0,Centre-Forward,Millwall,€170Th.,in,Winter,0.17,Premier League,1995,1995/1996,England
Bolton Wanderers,Wayne Burnett,24.0,midfield,Plymouth,€121Th.,in,Winter,0.121,Premier League,1995,1995/1996,England
Manchester City,Mikheil Kavelashvili,24.0,Centre-Forward,Dinamo Tbilisi,€2.00m,in,Winter,2.0,Premier League,1995,1995/1996,England
Manchester City,Nigel Clough,29.0,Attacking Midfield,Liverpool,€1.70m,in,Winter,1.7,Premier League,1995,1995/1996,England
Manchester City,Martin Phillips,19.0,Central Midfield,Exeter City,€750Th.,in,Winter,0.75,Premier League,1995,1995/1996,England
Manchester City,Scott Hiley,27.0,Right-Back,Birmingham,€313Th.,in,Winter,0.313,Premier League,1995,1995/1996,England
Southampton FC,Neil Moss,20.0,Goalkeeper,Bournemouth,€40Th.,in,Winter,0.04,Premier League,1995,1995/1996,England
Blackburn Rovers,Garry Flitcroft,23.0,Central Midfield,Man City,€5.25m,in,Winter,5.25,Premier League,1995,1995/1996,England
Blackburn Rovers,Chris Coleman,25.0,Centre-Back,Crystal Palace,€4.90m,in,Winter,4.9,Premier League,1995,1995/1996,England
Blackburn Rovers,Gary Croft,22.0,Left-Back,Grimsby Town,€1.50m,in,Winter,1.5,Premier League,1995,1995/1996,England
Blackburn Rovers,Graham Fenton,21.0,Second Striker,Aston Villa,€1.50m,in,Winter,1.5,Premier League,1995,1995/1996,England
Blackburn Rovers,Niklas Gudmundsson,23.0,Left Winger,Halmstads BK,€930Th.,in,Winter,0.93,Premier League,1995,1995/1996,England
Tottenham Hotspur,Andy Sinton,29.0,Left Midfield,Sheff Wed,€1.82m,in,Winter,1.82,Premier League,1995,1995/1996,England
Aston Villa,Sasa Curcic,24.0,Defensive Midfield,Bolton,€6.00m,in,Summer,6.0,Premier League,1996,1996/1997,England
Aston Villa,Julian Joachim,21.0,Centre-Forward,Leicester,€2.10m,in,Summer,2.1,Premier League,1996,1996/1997,England
Sheffield Wednesday,Andy Booth,22.0,Centre-Forward,Huddersfield,€3.90m,in,Summer,3.9,Premier League,1996,1996/1997,England
Sheffield Wednesday,Patrick Blondeau,29.0,Right-Back,Monaco,€2.60m,in,Summer,2.6,Premier League,1996,1996/1997,England
Sheffield Wednesday,Wayne Collins,27.0,Central Midfield,Crewe Alexandra,€900Th.,in,Summer,0.9,Premier League,1996,1996/1997,England
Sheffield Wednesday,Scott Oakes,24.0,attack,Luton,€640Th.,in,Summer,0.64,Premier League,1996,1996/1997,England
Sheffield Wednesday,Matt Clarke,22.0,Goalkeeper,Rotherham,€400Th.,in,Summer,0.4,Premier League,1996,1996/1997,England
Leicester City,Kasey Keller,26.0,Goalkeeper,Millwall,€1.35m,in,Summer,1.35,Premier League,1996,1996/1997,England
Leicester City,Muzzy Izzet,21.0,Attacking Midfield,Chelsea,€1.20m,in,Summer,1.2,Premier League,1996,1996/1997,England
Leicester City,Ian Marshall,30.0,Centre-Forward,Ipswich,€1.20m,in,Summer,1.2,Premier League,1996,1996/1997,England
Leicester City,Spencer Prior,25.0,Centre-Back,Norwich,€700Th.,in,Summer,0.7,Premier League,1996,1996/1997,England
Wimbledon FC,Ben Thatcher,20.0,Left-Back,Millwall,€2.64m,in,Summer,2.64,Premier League,1996,1996/1997,England
Wimbledon FC,Duncan Jupp,21.0,Right-Back,Fulham,€240Th.,in,Summer,0.24,Premier League,1996,1996/1997,England
Coventry City,Régis Genaux,22.0,Right-Back,Standard Liège,€1.05m,in,Summer,1.05,Premier League,1996,1996/1997,England
Coventry City,Michael O'Neill,26.0,Attacking Midfield,Hibernian FC,€750Th.,in,Summer,0.75,Premier League,1996,1996/1997,England
Coventry City,Gary McAllister,31.0,Central Midfield,Leeds,€250Th.,in,Summer,0.25,Premier League,1996,1996/1997,England
Manchester United,Karel Poborsky,24.0,Right Midfield,Slavia Prague,€4.00m,in,Summer,4.0,Premier League,1996,1996/1997,England
Manchester United,Ole Gunnar Solskjaer,23.0,Second Striker,Molde,€2.50m,in,Summer,2.5,Premier League,1996,1996/1997,England
Manchester United,Jordi Cruyff,22.0,Attacking Midfield,Barcelona,€2.50m,in,Summer,2.5,Premier League,1996,1996/1997,England
Manchester United,Ronny Johnsen,27.0,Centre-Back,Besiktas,€2.23m,in,Summer,2.23,Premier League,1996,1996/1997,England
Newcastle United,Alan Shearer,25.0,Centre-Forward,Blackburn,€18.00m,in,Summer,18.0,Premier League,1996,1996/1997,England
Nottingham Forest,Pierre van Hooijdonk,26.0,Centre-Forward,Celtic,€6.00m,in,Summer,6.0,Premier League,1996,1996/1997,England
Nottingham Forest,Dean Saunders,32.0,Centre-Forward,Galatasaray,€1.70m,in,Summer,1.7,Premier League,1996,1996/1997,England
Nottingham Forest,Chris Allen,23.0,Left Winger,Oxford United,€485Th.,in,Summer,0.485,Premier League,1996,1996/1997,England
Middlesbrough FC,Fabrizio Ravanelli,27.0,Centre-Forward,Juventus,€9.78m,in,Summer,9.78,Premier League,1996,1996/1997,England
Chelsea FC,Roberto Di Matteo,26.0,Central Midfield,Lazio,€5.50m,in,Summer,5.5,Premier League,1996,1996/1997,England
Chelsea FC,Frank Leboeuf,28.0,Centre-Back,R. Strasbourg,€3.45m,in,Summer,3.45,Premier League,1996,1996/1997,England
Arsenal FC,Patrick Vieira,20.0,Defensive Midfield,Milan,€5.35m,in,Summer,5.35,Premier League,1996,1996/1997,England
Leeds United,Lee Sharpe,25.0,Left Midfield,Man Utd,€6.75m,in,Summer,6.75,Premier League,1996,1996/1997,England
Leeds United,Lee Bowyer,19.0,Central Midfield,Charlton,€3.80m,in,Summer,3.8,Premier League,1996,1996/1997,England
Leeds United,Nigel Martyn,29.0,Goalkeeper,Crystal Palace,€3.35m,in,Summer,3.35,Premier League,1996,1996/1997,England
Leeds United,Derek Lilley,22.0,Centre-Forward,Morton,€750Th.,in,Summer,0.75,Premier League,1996,1996/1997,England
Leeds United,Gunnar Halle,30.0,Right-Back,Oldham Athletic,€575Th.,in,Summer,0.575,Premier League,1996,1996/1997,England
West Ham United,Richard Hall,24.0,Centre-Back,Southampton,€1.70m,in,Summer,1.7,Premier League,1996,1996/1997,England
West Ham United,Florin Raducioiu,26.0,Centre-Forward,Espanyol,Loan fee:€1.60m,in,Summer,1.6,Premier League,1996,1996/1997,England
West Ham United,Stan Lazaridis,23.0,Left Midfield,West Adelaide SC,€450Th.,in,Summer,0.45,Premier League,1996,1996/1997,England
West Ham United,Scott Mean,22.0,midfield,Bournemouth,€150Th.,in,Summer,0.15,Premier League,1996,1996/1997,England
Sunderland AFC,Lee Clark,23.0,Right Winger,Newcastle,€3.25m,in,Summer,3.25,Premier League,1996,1996/1997,England
Sunderland AFC,Alex Rae,26.0,Central Midfield,Millwall,€1.50m,in,Summer,1.5,Premier League,1996,1996/1997,England
Sunderland AFC,Niall Quinn,29.0,Centre-Forward,Man City,€1.30m,in,Summer,1.3,Premier League,1996,1996/1997,England
Sunderland AFC,Tony Coton,35.0,Goalkeeper,Man Utd,€675Th.,in,Summer,0.675,Premier League,1996,1996/1997,England
Sunderland AFC,Lionel Perez,29.0,Goalkeeper,G. Bordeaux,€230Th.,in,Summer,0.23,Premier League,1996,1996/1997,England
Sunderland AFC,Darren Williams,19.0,Right-Back,York City,€75Th.,in,Summer,0.075,Premier League,1996,1996/1997,England
Southampton FC,Egil Östenstad,24.0,Centre-Forward,Viking FK,€800Th.,in,Summer,0.8,Premier League,1996,1996/1997,England
Southampton FC,Claus Lundekvam,23.0,Centre-Back,Brann,€600Th.,in,Summer,0.6,Premier League,1996,1996/1997,England
Southampton FC,Graham Potter,21.0,Left-Back,Stoke City,€313Th.,in,Summer,0.313,Premier League,1996,1996/1997,England
Tottenham Hotspur,Allan Nielsen,25.0,Central Midfield,Bröndby IF,€2.00m,in,Summer,2.0,Premier League,1996,1996/1997,England
Liverpool FC,Patrik Berger,22.0,Attacking Midfield,Bor. Dortmund,€3.50m,in,Summer,3.5,Premier League,1996,1996/1997,England
Everton FC,Nick Barmby,22.0,Left Midfield,Middlesbrough,€8.00m,in,Summer,8.0,Premier League,1996,1996/1997,England
Everton FC,Paul Gerrard,23.0,Goalkeeper,Oldham Athletic,€1.50m,in,Summer,1.5,Premier League,1996,1996/1997,England
Derby County,Chris Powell,26.0,Left-Back,Crystal Palace,€1.25m,in,Summer,1.25,Premier League,1996,1996/1997,England
Derby County,Christian Dailly,22.0,Centre-Back,Dundee United,€750Th.,in,Summer,0.75,Premier League,1996,1996/1997,England
Derby County,Paul McGrath,36.0,Centre-Back,Aston Villa,€125Th.,in,Summer,0.125,Premier League,1996,1996/1997,England
Sheffield Wednesday,David Billington,17.0,defence,Peterborough,€600Th.,in,Winter,0.6,Premier League,1996,1996/1997,England
Leicester City,Matt Elliott,28.0,Centre-Back,Oxford United,€2.40m,in,Winter,2.4,Premier League,1996,1996/1997,England
Leicester City,Steve Guppy,27.0,Left Winger,Port Vale,€1.19m,in,Winter,1.19,Premier League,1996,1996/1997,England
Leicester City,Rob Ullathorne,25.0,Left-Back,CA Osasuna,€900Th.,in,Winter,0.9,Premier League,1996,1996/1997,England
Coventry City,Gary Breen,23.0,Centre-Back,Birmingham,€3.75m,in,Winter,3.75,Premier League,1996,1996/1997,England
Coventry City,Oleksandr Yevtushok,26.0,Centre-Back,Dnipro,€1.20m,in,Winter,1.2,Premier League,1996,1996/1997,England
Coventry City,Darren Huckerby,20.0,Right Winger,Newcastle,€1.00m,in,Winter,1.0,Premier League,1996,1996/1997,England
Nottingham Forest,Ian Thomas-Moore,20.0,Centre-Forward,Tranmere Rovers,€1.50m,in,Winter,1.5,Premier League,1996,1996/1997,England
Middlesbrough FC,Mark Schwarzer,24.0,Goalkeeper,Bradford,€2.50m,in,Winter,2.5,Premier League,1996,1996/1997,England
Chelsea FC,Gianfranco Zola,30.0,Second Striker,AC Parma,€6.20m,in,Winter,6.2,Premier League,1996,1996/1997,England
Chelsea FC,Danny Granville,22.0,Left-Back,Cambridge Utd.,€415Th.,in,Winter,0.415,Premier League,1996,1996/1997,England
Arsenal FC,Nicolas Anelka,17.0,Centre-Forward,Paris SG,€760Th.,in,Winter,0.76,Premier League,1996,1996/1997,England
